
!Sample_title	"030064-BC-Brain-Met"	"BC00014-Repeat1"	"BC00057-post-chemo"	"BC00064-RECUR"	"PB362"	"UB67-Repeat1"	"BC00085"	"020577-BC-Brain-Met(=73)"	"Normal-Breast-8"	"BC00078T"	"BC00082T"	"PB432-repeat1"	"030311-BC-Brain-Met"	"982085-BC-Brain-Met"	"BC00030-MET-post chemo"	"BC00048"	"BC00083"	"BC00094T"	"BR94-187"
"ID_REF"	"GSM34435"	"GSM34436"	"GSM34444"	"GSM34469"	"GSM34501"	"GSM34503"	"GSM34509"	"GSM34520"	"GSM34524"	"GSM34551"	"GSM34552"	"GSM52882"	"GSM80214"	"GSM80215"	"GSM80225"	"GSM80228"	"GSM80234"	"GSM80236"	"GSM80239"
4500	-.021	.419	.793	-.529	-1.742	.182	.583	-.441	2.019	-.043	.121	.182	-.431	-.731	-.149	.13	-.077	-.007	.299
4501	-.84	-.029	.224	.564	-.311	-.347	.653	-.85	.109	-1.427	.357	.263	.134	-.69	.281	-.15	-.794	-.053	-.137
4502	-1.955	-1.703	-1.452	-1.004	-2.917	-1.893	-1.622	-1.023	-.837	-1.862	-.66	-1.509	-2.143	-1.552	-2.631	-2.429	-2.017	-1.244	-.035
4503	.309	.045	.042	1.558	.08	-.308	.181	.644	1.089	-.246	.285	-.284	.272	.251	-.137	.255	-.197	.33	.377
4504	.837	.293	.016	.054	.137	.18	.076	.904	2.278	-.285	.363	-.403	.562	-.475	-.07	.912	.235	.121	.411
4505		0	.479	.102	-1.918	0	.905		0	-.682	-.787	0	0	2.143	0	0	0	0	-2.282
4506	.347	.171	.013	.073	.54	.323	.171	.453	.495	-.406	.412	-.019	-.077	.132		.072	-.066	.421	.377
4507	-.59	.496	-.518	.007	-1.098	-.058	-.66	.209	-.082	-.236	.165	-.018	-.009	-.2	-.453	.444	-.011	.175	-.069
4508	.01	.182	-.037	.143	.195	-.415	.134	.364	1.306	-.283	.341	.142	.291	.059	-.002	-.034	.526	.385	.113
4509	.155	.104	.235	.545	.109	.346	.307	.438	.633	-.224	.538	.097	.113	.272	.147	.338	.16	.342	.328
4510	.759	-.307	.688	.606	-.877	.773	-.487	1.006	-.344	.001	.289	.201	.069	-.219	.667	.989	.583	-.116	.188
4511	.848	.436	.194	.702	.468	.353	.36	.925	1.871	.109	.634	.057	.772	.554	.204	.657	.331	.448	.329
4512	-.535	.185	-.076	-.017	.534	-.085	.526	-.401	1.717	-.068	.373	.35	.269	-.477	-.195	.18	.141	.043	.483
4513		0	.479	-.593	0	.55	0		0	1.321	0	0	0	1.224	0	1.195	0	0	-1.37
4514	-.306	-.337	.042	-.212	-1.423	1.187	.293	-.482	-.082	-.334	.037	-.337	.012	-.188	-.397	.007	-.434	-.109	.756
4515	.139	.099	.059	-.093	.669	-.317	-.127	.187	1.415	-.366	.067	-.071	-.164	-.057	-.093	.095	-.415	-.08	.245
4516	-.396	-.503	-.53	-.453	-.635	-.048	-.334	-.047	-.062	-.375	-.378	-.437	.208	-.319	-.556	-.415	-.057	-.408	-.101
4517		0	0	0	0	-.175	.155	.842	0	0	.702	0	4.354	1.224	-.936	0	.944	0	-.384
4518	.148	-.392	-1.084	-.267	-.042	-.184	-.498	.118	.379	-.241	.072	-.155	-.061	.142	1.142	-.15	.156	-1.323	-.016
4519	.243	.16	-.493	.046	-.018	.366	.191	.209	.821	.254		-.03	.28	.595	.199	.077	.118		-.017
4520	-.407	-.356	-.353	.28	-.369	-.271	-.133	-.419	-.361	-.371	-.115	-.189	-.127	-.2	.189	.331	-.203	-.481	-.112
4521	.21	.511	-.086	.22	-.587	-.028		.14	.487	-.325	-.353	-.049	-.053	.885	-.033	.04	.029		-.127
4522	.55	-.066	-.629	.062	-.122	.315	.364	.478	1.972	.557	.332	-.113	.239	.105	.103	.397	.368		.193
4523	-2.464	-1.722	-1.689	-1.142	-.929	-1.517	-.943	-2.083	-1.017	-1.723	-1.57	-.534	-1.809	-2.567	-1.468	-1.704	1.623	-1.533	-.388
4524	1.35	.381	.15	.813	.112	.735	.899	1.109	-.057	1.147	.777	-.07	1.399	.831	.735	.624	-2.242	.231	-.696
4525	-.199	-.113	-.525	-.021	-.258	-.053	.078	.215	1.269	.041	.235	.01	.273	.097	-.025	.071	.068	-.916	-.024
4526	-.266	.881	.799	.06	0	.213	.781	-.006	.907	-.509	-.581	-.299	1.605	-2.014	.62	.591	.754	.426	
4527	-.236	-1.044	.453	-.367	-.501	-.696	-.131	.88	-1.124	-.616		.044	1.291	-.399	-1.005	-1.206	-1.019	-.6	-.128
4528	-.218	-.649	-.556	.076	-.404	.136	.992	-.713	-.9	.567		.202	-.58	-.239	-.209	-.346	-.12	-.352	-.191
4529	.944	.147	-.558	.415	-.033	-.02	.036	.637	1.785	.13		-.376	.51	.338	.035	.52	.467	.194	.09
4530	-.76	.232	-.57	.316	-.711	-.522		-.087	-1.232	-.399		.747	-1.037	-1.113	-.335	-.795	-.291	-.077	-.19
4531	-.496	-.397	-.492	-.231	-.091	-.274	-.582	-1.873	-.237	-.107	-.26	-.133	-1.555	-.811	-.1	-.747	-.591	.012	-.786
4532	-.376	.39	.017	.152	.319	1.343	.652	2.566	.077	.523	.44	.291	.113	-.343	.147	.316	-.077	.644	-.084
4533	-.024	-.593	-.224	.127	-.55	.07	-.289	-.247	-.509	-.322	.154	-.023	-.561	-.761	.051	-.482	-.42	-.198	.163
4534	.004	0	1.129	.823	-1.322	-1.415	0	1.926	0	0	-1.065	0	.354	1.224	0	.271	0	-1.21	1.423
4535	.574	-.192	-.29	.65	-.338	.881	.021	.306	.739	.012	.204	.243	.203	-.295	-.117	.513	-.275	.842	.84
4536		0	0	-1.468	0	-.936	0	-1.792	0	0	-.675	0	0	1.742	0	1.414	0	0	0
4537	-.316	-.356	-.151	-.124	.08	-.315	.237	.048	.505	-1.01	-.166	.263	-.555	-.231	-.196	-.058	.048	.018	.527
4538	-.595	-.555	-.96	-.862	-1.368	-.564	-.482	-.214	-.488	-.429	-.359	-.656	-.294	-1.398	-.175	-.345	-.65	-.869	.191
4539	2.212	1.388	-.154	.338	.361	.419	.673	1.335	.812	.29	.227	.25	.61	.572	.508	.786	.429	.376	.05
4540	.756	.375	-.713	.053	.22	-.224	-.472	-1.273	-.286	-.585	-.281	.414	1.134	-.099	.491	-.063	.327	.15	.406
4541	-.383	-.501	-1.242	-.248	-.652	-.238	.063	-.109	-.675	-.784	-.687	-.393	.131	-.062	-.157	.145	.287	-.558	.365
4542	.101	-.299	-.766	.064	-.516	-.406	-.708	.391	-1.283	-1.382	-1.425	.433	.249	-.225	-.217	-.142	-.888	-1.312	-.196
4543	.04	-.02	.158	.152	-.005	.106	-.104	.485	.144	.107	.425	.18	-.228	.161	.169	-.012	.022	.223	.498
4544	-.333	-.436	-.866	-.055	-.097	-.274	-.308	-.493	.469	-.689	-.234	.083	-.569	-.573	-.569	.371	.502	-.151	-.053
4545		1.759	-.663	2.887	0	-.175	0	1.16	0	0	0	0	0	-.039	0	1.608	0	1.523	0
4546	.324	1.96	.239	-.02	-.071	-.325	.507	2.02	1.001	-.267	.272	.13	.648	.073	.13	.295	-.37	.12	.639
4547		0	0	.63	0	.55	0	-1.875	-.171	.059	0	0	.869	.49	.934	0	0	-1.21	1.369
4548	.587	-.079	.037	.001	0	-.339	.263	.337	1.161	-.055	-.002	-.246	.594	-.345	.022	-.129	.139	.25	.42
4549		0	0	0	0	0	0		0	0	0	0	1.267	1.224	1.421	0	1.035	-1.21	-.384
4550	-.975	-.947	-1.054	-.194	-1.258	-1.049	-.42	-1.252	-.621	-.431	-.81	-.306	.133	-.568	-.211	-.906	-.774	-1.351	-.498
4551	-.411	-1.487	-.551	-1.002	-.204	-2.408	-.655	-1.641	-.821	.649	-.423	-1.07	-.969	-1.224	-.956	-.23	-1.425	.96	-.765
4552	.509	-.222	1.056	.685	-1.132	.784	1.157	.482	-1.177	-.573	-.014	.511	.036	-1.01	.476	-.701	-1.204	-.227	-.135
4553	-1.37	.298	.02	-.08	.165	-.3	1.203	-1.27	1.876	-.046		-.257	.809	-.921	.307	1.086	.933	-.101	-.249
4554	.079	.403	.293	-.304	-.491	-.117	-.016	-.214	.213	.502	.447	-.238	.539	1.298	-.17	-.229	.038	-.174	.143
4555	.782	.007	-.423	-1.011	-.052	-.555	-.08	-.6	-.38	-.775	-.376	-.497	.259	-1.191	-.061	-.057	-.298	-.798	.969
4556	3.236	.704	.684	.741	-.516	.936	.809	.534	.058	.485	.069	.279	1.228	2.522	1.155	.701	-.651	.261	-.123
4557	-1.543	-1.34	-1.289	-1.396	-1.608	-.898	-.043	.088	-.097	-.073	.949	-1.735	-2.321	-.935	-1.408	-1.174	-1.676	-1.329	.407
4558		0	.479	.823	-1.322	0	0	-.725	0	.584	1.161	1.594	1.267	.211	1.421	-.875	0	-1.21	-2.073
4559	.621	.056	.264	.022	.255	.443	-.045	-.018	.242	.047	.007	-.006	.251	-.188	.005	.912	-.304	.256	-.1
4560	.004	0	1.129	-1.549	0	-.175	1.425	.889	0	.059	-2.286	0	0		0	0	0	-.14	0
4561	.089	-.022	-.055	-.062	.017	-.094	.041	.212	1.007	-.27	-1.626	-.342	.219	.014	-.095	.036	-.06	-.181	.185
4562	.214	-.573	-.11	-.226	-.946	-.034	-.548	.25	.015	-.619	-.515	-.369	-.293	-.233	-.729	.049	-1.092		.314
4563	.221	-.417	-.307	-.013	-.238	.007	-.031	.079	.365	.488	-2.379	.192	-.075	1.615	-.262	-.266	.357	.309	.276
4564	2.485	1.157	1.336	.807	.229	1.237	1.515	1.471	1.579	1.087	.652	.126	2.87	1.584	3.686	-.649	.965	1.288	.651
4565	.526	-.48	-.306	-.687	-.62	-1.094	-.242	-.101	-1.556	-.719	-.441	.42	1.002	-.08	-.192	.551	-.689	-.366	-.018
4566	.679	-.124	.106	.062	-.126	.157	.05	.021	-.134	-.045	.189	.751	.657	.615	-.172	-.505	.258	1.005	-.557
4567	-1.986	-.393	.146	-.125	-.878	.019	-.527	-.983	.112	-.129	-.047	-1.035	.062	.038	-.55	.162	-.405	-.356	-.001
4568	.909	.064	.06	.248	-.023	.436	.521	.675	1.562	-.313	.835	-.356	.715	.238	.162	.94	.288	.399	.17
4569	-1.276	0	0	.927	2.343	-.217	.17	4.051	0	0	-.334	.047	-1.617	-.258	0	-.22	-.846	1.297	.268
4570	.587	.001	-.031	.121	-.01	.168	.395	.372	1.337	-.277	.415	-.337	.308	.235	-.163	.221	.186	.315	.096
4571	-.523	-.884	-.86	-1.197	-1.205	-.684	-1.247	-.135	-1.94	-1.191	-.734	-1.141	-1.102	-1.001	-.851	-.873	-.891	-1.009	-.282
4572	-.894	-.445	-.39	-.482	-.35	-.436	-.297	-.396	-1.845	-.869	-.772	.006	-.899	-1.475	-1.105	-1.77	-.59	-.249	.386
4573	-.619	-1.41	.186	-.023	-.936	.39	.85	.184	-.986	-.16	.502	-.069	-.395	-.61	-.905	-.421	-.922	.212	-.512
4574	.798	1.004	.102	.499	.425	.74	.256	.723	.325	-.444	.374	.086	.249	-.151	.438	.371	.807	.247	-.168
4575	-1.411	-1.067	.153	.025	-1.266	-.179	.5	-.876	-1.671	-.367	.219	.002	-1.536	-.99	-.82	-.636	-.311	.141	-.565
4576		0	.236	-1.368	-.059	0	.671		0	0	-1.519	0	0		.245	0	-.846	0	-.384
4577		0	.479	.889	-2.059	0	0	.084	0	0	-.334	0	0		.103	0	0	0	0
4578	-.024	-.344	-.271	-.174	-.678	-.149	-.153	2.079	.027	-.885	-.22	-.42	-.7	-.255	-.074	-.28	.07	.076	.213
4579	-.351	.361	-.366	-.758	-.468	.282	-.191	-.209	.058	-.649	-.666	-.537	-.948	.049	-.305	.046	.68	-.395	-.493
4580	-.265	-.253	-1.067	-.286	-.368	-.635	.788	.116	.624	-.464	-.45	-.831	-.25	.336	.076	.631	-.926	.015	-.859
4581	1.386	1.607	.989	1.975	1.324	1.224	1.61	.099	.781	.511	.631	1.316	.534	-.138	1.848	2.244	3.106	.868	-.003
4582	-.407	.727	.32	.124	-.08	.185	1.215	.913	.362	.569	.972	.051	.713	.239	.669	-.276	-.369	1.384	.185
4583	.004	0	1.589	.537	1.3	.55	.575		0	-.6	1.343	-.145	.869		0	0	.062	-.832	0
4584	.32	-.252	-.423	-.337	-.005	-.508	.12	-.109	.174	-.255	-.079	-.156	-.294	-.199	-.275	-.034	-.448	.28	.133
4585	-.721	0	.479	-.043	0	0	.17	-1.145	0	0	.112	0	.354	-.768	-1.755	1.78	0	0	0
4586	-.54	-.509	-1.029		-.697	-.099	-1.509	-1.097	-.572	-1.127	-.759	-.698	-1.175	-1.366	-.762	-1.114	-.153	.123	-.491
4587		0	0	0	-.736	0	.905		0	0	.374	0	0		0	0	0	0	
4588		.899	.694	-.022	-.951	-.217	-1.088	-1.217	1.285	1.943	0	.047	0		0	.733	0	0	0
4589	-.008	.2	-.021	.426	.035	0	.863	-.092	1.215	.067	.35	-.201	-.088	.405	.175	.348	.308	.456	.197
4590		0	.694	0	1.3	0	.575	.439	0	-.682	.947	-.145	1.59	-.768	0	-.875	0	.676	-.808
4591	.561	2.267	2.838	2.442	.869	4.39	1.323	2.429	1.213	1.518	2.898	2.739	2.859	.213	2.382	2.993	3.106	1.699	1.547
4592	-1.226	-.075	-.136	-.352	-.532	-.679	-.327	-.319	-.27	-.171	.067	-.397	-.266	-2.218	-.424	-1.242	-1.361	-.096	-.469
4593	-1.276	0	.236	-.569	0	0	.905	.587	0	-1.948	.947	0	.097	1.224	0	0	0	-.14	-.252
4594	.382	.036	.351	.572	.401	.832	.151	.445	.593	.327	.715	.246	.525	.365	-.147	.402	-.007	.784	.25
4595	.004	0	0	-.871	-1.268	0	-.352	-1.45	0	-.6	-1.053	0	2.097		0	0	0	.676	3.846
4596	-1.045	-.067	.789	1.775	.165	.412	-.236	.109	-.17	.387	.798	-.034	.599	-.247	.301	-.801	.541	.221	-.945
4597	.003	-.04	-.006	.131	-.018	-.058	-.187	-.359	.745	-.177	.029	-.183	.208	-.079	-.048	-.542	-.242	-.008	.008
4598	.758	.099	.054	.207	.419	.006	.456	.846	2.15	.166	.072	.007	.466	.201	-.026	.783	.296	.162	0
4599		0	0	-2.043	-.092	0	-.352	-.099	0	0	0	0	-.374	1.224	1.421	-.875	0	.676	0
4600	-.155	.266	-.103	.164	.168	.481	.48	-.367	-.194	-.181	-.312	-.097	.347	-.449	.635	.493	.569	-.469	-.089
4601	1.128	.502	.154	.113	-.074	-.063	.299	.289	2.065	.233	.415	-.422	.618	-.142	.287	.635	.618	.275	.295
4602	-.855		.862	.846	.369	.94	1.033	-1.016	-.581	.072	.662	-.023	-.457	-1.44	.69	-.269	.139	.386	.038
4603	-.545	-.527	-.961	-.867	-.342	-.654	-1.122	-2.034	-.997	-.884	-.347	-.655	-1.426	-1.353	-.541	-1.282	-.953	.044	-1.085
4604	-1.644	-1.368	-.724	.475	-1.5	-.127	-1.019	-1.594	-1.189	-1.091	-.388	-.443	-1.218	-1.157	-.97	-1.58	-1.329	-1.986	-1.063
4605		0	0	-.022	0	0	0	-1.369	0	-2.682	-.286	0	0	.49	0	-.205	.285	0	-.474
4606	-.622	-.854	.044	.546	-1	.819	1.253	-1.141	-.359		-.047	-1.021	-.715	-.282	-.027	-.056	-.553	-.193	.55
4607	-.46	-1.417	-.328	.022	-.263	-1.414	-.306	-1.463	-.071	-.473	-.259	-.078	-1.509	.87	-.95	-.795	-1.157	-.402	-.916
4608	-.013	-.113	.087	-.129	-.289	.197	-.068	.273	.279	.104	.276	-.492	-.178	.625	.341	-.288	.351	.073	.195
4609	1.656	.056	.343	1.228	.168	1.393	1.37	1.999	.43	.297	.811	.161	.15	.407	.17	-.274	.198	.223	1.868
4610	.039	.313	.262	.507	0	.442	.21	-.133	.321	-.072	.532	-.203	.017	-.115	.234	.445	.551	.113	.314
4611	.575	.084	.303	.381	.341	.712	.455	.441	1.577	.399	.87	.216	.681	.361	.202	.374	.566	.561	.171
4612	.324	-.178	.329	-.334	-.1	-.544	-.005	-.323	1.722	-.245	.129	-.297	-.257	.473	-.096	-.003	.072	.15	.252
4613	-.288	-.462	-.637	-.335	-.271	-.794	-.409	-.499	.581	-.605	-.274	-.371	-.579	-.485	-.599	-.514	-.136	-.315	.451
4614	-2.319	-1.226	-1.392	-1.043	-.437	-1.149	.278	-1.479	-1.092	-1.148	-.511	.129	-.946	-1.153	-.692	-.508	-.26	-.857	.313
4615	-1.346	-.052	-.216	.416	.027	-.585	-.435	-1.649	.245	-.294	.372	-.164	-.655	-.875	.002	-.647	-.446	.054	.002
4616	-1.016	-1.246	.872	-.668	-1.246	-1.052	-1.635	-1.44	-4.088	-2.325	-1.571	.036	-.816	-1.865	-.493	-.569	-1.019	-2.322	-1.274
4617	1.8	1.543	.293	1.063	.503	1.382	1.687	-.275	.849	.016	1.244	.775	.303	.45	.503	.178	-1.856	.25	-.373
4618	.708	.474	-.513	-.274	.095	-.008	-.666	.743	.219	-.333	.07	.357	.276	-.347	.26	.201	-.011	-.11	-.474
4619		0	1.129	-1.241	0	.55	-2.343	1.46	0	.584	.175	.953	0	.49	0	-.22	0	0	1.616
4620	.309	.468	.112	.165	.471	.258	.895	.185	1.35	.678	.772	.172	.914	.011	.341	.625	.284	.566	.972
4621		0	0	.329	.648	0	0	.842	0	0	0	0	0	-1.51	0	1.195	.944	0	0
4622	.388	-.319	-.129	-.07	-.175	.044	.005	.303	.295	-.334	.089	-.261	.377	.095	-.522	-.393	.105	-.115	.093
4623	-.604	-.153	-.023	.168	-.136	-.18	-.41	-1.051	-.035	-.783	-.173	-.634	-.54	-.349	.335	-.453	-.256	-.396	-.214
4624	-1.103	1.736	-.789	-1.091	-.796	-.536	-.589	-.184	-.617	-.26	-.296	-.359	-.598	-1.162	-.814	-.236	-.244	-.419	.634
4625	.017	.461	-.741	.456	.066	.849	-.027	-.565	.352	-.399	-.118	-1.142	.183	1.584	.04	2.636	-.339	.09	1.208
4626	1.565	3.704	1.993	3.552	1.753	3.465	2.063	.67	.256	3.137	1.886	.165	1.25	1.795	3.65	.487	-.269	1.797	.543
4627	-.906	.311	.244	.187	.379	-.946	-.076	-1.737	-.185	-.342	-.185	-.511	.217	-.873	.11	-.447	-.147	1.292	-.353
4628	.004	.216	-.411	-1.368	2.114	0	0	-.453	0	-1.948	0	0	-.374	1.379	0	.389	0	1.55	0
4629	-.076	-.481	-.564	.184	-1.347	-.508	-.385	.021	-.686	-.931	.096	-1.025	.223	-.42	-.725	-.529	-.717	-.792	.144
4630		0	0	1.482	0	.55	0	.035	0	0	-1.053	0	0		.245	0	0	1.166	-.794
4631	.205	-.24	.001	.215	.02	.175	.066	.101	1.123	.477	.413	-.01	.145	-.225	-.117	.014	.013	-.052	.25
4632	.768	3.801	1.247	1.183	2.53	4.219	.648	1.805	3.48	.774	1.225	.933	1.902	.022	2.137	1.475	2.736	.763	1.069
4633	-.295	-.132	-.144	.004	-.067	-.335	-.075	-.521	.595	-.079	.145	-.153	-.416	-.525	-.18	-.209	-.253	-.08	.166
4634	.221	-.087	-.023	-.034	.091	.007	.201	-.019	1.02	.177	.213	-.179	.259	.108	.057	-.051	.099	.001	.251
4635	-.355	.069	.054	.995	.361	-.463	.382	1.591	-.805	.26	.713	.083	.39	-.097	.495	-.631	-.707	-.231	-.013
4636	-3.373	-3.02	-2.192	-2.457	-3.952	-3.757	-3.016	-3.739	-3.896	-3.599	-2.413	-3.64	-3.531	-3.714	-3.413	-3.128	-3.45	-3.348	-2.079
4637	1.031	.437	.215	.32	.955	.58	.96	1.384	1.976	.385	.697	-.049	.502	.505	.639	.761	.188	.576	.12
4638	.242	.088	.455	.17	.278	1.484	1.304	.854	.804	-.134	.694	.35	.048	-.021	.738	.295	-.18	.325	.408
4639	.513	.088	.014	.333	.35	.032	.115	.076	.601	-.13	.306	-.094	.135	.9	-.103	.511	.636	.923	.141
4640	-2.217	-1.246	-1.59	-1.144	-1.687	-1.127	-1.513	-1.378	-2.871	-1.247	-1.008	-.54	-.881	-.825	-1.222	-2.575	-.879	-.291	-.476
4641	.291	-.017	.226	.526	.162	.095	.201	.186	.485	-.23	.611	-.234	.579	.063	.086	.478	-.047	.208	.133
4642	-.952	-.845	-.869	.026	-.431	-.027	.817	-.783	-1.579	.473	-.232	-.508	-.138	-.743	-.461	-.615	-.81	.285	.809
4643	-.127	-.606	.156	-.528	.085	-.358	-.788	-1.351	.521	-.905	-3.113	-.392	-1.067	.186	.146	-.281	-.623	-.614	.232
4644	-.257	-1.378	-.505	-.226	-1.716	.416	-.565	-.647	-1.303	-.481	.001	-.23	.055	-.972	-1.211	-1.341	-1.469	-.05	-.329
4645	-.175	.194	.73	.469	.11	1.533	-.201	-.702	-.507	.245	1.108	-.053	-.543	-.979	.21	2.707	.047	.362	.28
4646	-.087	-.118	-.185	.086	.029	-.258	.166	.223	-.154	-.385	.108	-.303	.45	-.155	-.139	-.006	-.326	-.052	.24
4647	-.816	-.181	-.619	-.422	-.44	-.549	-.039	-.509	-1.396	-.406	0	-.156	-.244	-.377	-.168	-.759	-.969	-.186	-.109
4648	-.684	-.401	-.095	-.107	-.364	.151	-.141	-.609	-1.19	-.153	-.04	-.264	-.433	.197	-.033	-.86	-.68	.433	.422
4649	-.13	-.084	-.294	-.37	.045	-.405	-.108	-.551	1.236	-.381	.03	-.554	.436	1.741	.006	.597	.572	-.117	.241
4650	1.47	-.223	.331	.846	-.016	1.536	.291	1.631	-.219	.247	1.14	.612	2.501	.951	.526	-.408	-.769	1.708	1.256
4651		0	0	-.844	-.133	-1.71	1.638	.583	-.171	1.841	.432	0	-.41	.49	.934	0	0	-1.21	.696
4652	1.279	0	0	1.606	-.133	0	.155	-3.459	0	0	-.334	-.485	0	.49	0	0	.944	0	1.423
4653	-.167	-.368	-.119	.025	.004	-.269	.119	-.207	-.023	-.487	.144	-.26	.036	-.437	-.177	.031	-.195	.093	.122
4654		0	0	-1.505	0	0	0	-.372	0	-.679	0	0	0	-1.51	1.421	0	0	0	-.794
4655	.281	.132	.078	.084	.344	.254	.164	.472	.375	.37	.27	.166	.329	-.103	.057	-.474	.008	.305	.046
4656	.752	0	-2.411	.632	0	0	0	.889	0	0	2.175	0	.354	.683	0	0	0	0	0
4657	.048	-.224	.128	.381	.238	-.142	.091	-.097	.929	.055	.671	.104	-.249	-.026	-.155	-.348	-.257	.496	1.364
4658	.252	.044	.382	.361	.065	.435	.535	.875	-.237	.647	.334	.649	-.298	.354	.202	-.008	-.665	.5	.028
4659	-1.393	-1.983	-2.134	-.696	-1.523	-1.648	-2.041	-.256	-2.789	-2.146	-1.554	-.375	-1.334	-.063	-1.083	-1.335	-1.773	-.919	.245
4660	1.393	.307	-.315	1.061	.663	.198	1.729	-.059	.311	-.977	-.031	.672	1.148	1.011	.893	.717	.431	.272	.816
4661	-3.022	-2.752	-2.71	-1.421	-2.133	-2.016	-2.68	-2.147	-2.419	-2.782	-1.833	-1.563	-3.27	-3.429	-1.59	-1.73	-1.354	-1.743	-2.038
4662	.307	-.254	.059	.298	.266	.267	.02	.708	.125	-.566	.435	-.063	-.359	.085	-.155	-.42	.053	.333	.18
4663	-1.719	-1.198	-1.718	-1.893	-.863	-1.617	-1.065	-1.607	-1.612	-2.422	-1.756	-.571	-1.624	-1.847	-1.938	-2.192	-1.341	-1.657	-.664
4664		0	.479	0	1.147	-.175	-.575		0	1.321	1.939	1.136	-1.617		0	0	-.846	0	-.048
4665	-.41	-.13	-.206	.558	-.369	-.272	-.44	-.147	.147	-.309	-.276	-.811	-.157	-.317	-.505	-.262	-.32	-.214	.329
4666	-.866	-.902	1.577	-.671	-1.226	-.984	.139	-1.245	-1.73	-1.311	-.811	-.527	-.89	-.594	-1.121	-1.006	-1.069	-.287	.758
4667	-1.492	-1.11	-.804	-.269	-1.231	-1.042	-1.269	-.667	-1.79	-.81	-.923	-.323	-.907	-.224	-.418	-.452	-1.029	-1.327	.81
4668	-2.156	-2.674	-1.019	-1.035	-1.638	-1.253	-1.289	-2.166	-2.886	-1.867	-.815	-.357	-1.857	-.048	-1.665	-2.211	-2.09	-1.461	-.676
4669	-.25	.622	-.256	.713	-.099	.368	.083	-.993	-1.608	1.125	-.192	.04	.287	-1.292	-.283		.227	.367	.102
4670	.735	.335	.296	.507	.402	.63	.59	.468	.654	.837	.526	.083	.177	.466	.215	.73	.586	.466	.332
4671	-1.065	-.71	.306	.174	-.436	.091	-.153	-2.039	-2.024	-.607	.639	.351	-.27	-.905	.403	-.115	-.365	.267	-.427
4672	-1.067	-.661	-.938	-1.065	.052	-.647	-.768	-1.561	-1.094	-2.363	-.77	.03	-1.141	-1.132	-.585	-.254	-1.125	-.789	.096
4673	-.721	-.957	1.129	-.15	-3.11	0	-2.343		0	.99	-1.504	0	0		0	0	0	0	0
4674	.954	.253	.129	.387	.335	.106	.167	.6	1.569	.306	.681	-.082	.37	.216	.058	.295	.225	.225	.406
4675	2.057	.996	1.16	.607	1.201	.823	.781	.989	1.443	1.167	1.342	-.197	.061	.14	1.137	1.325	-.346	.728	1.513
4676	.492	.083	.111	.166	.077	.011	.117	.431	.701	.211	.137	-.145	.645	.202	-.037	.416	-.161	.22	.43
4677		0	0	0	.726	0	0	1.241	0	0	-1.519	0	0		.934	0	0	.676	.339
4678	.847	2.403	1.861	2.183	2.409	3.447	1.434	1.085	2.507	2.8	2.134	1.84	.525	-.695	2.904	3.544	2.131	2.587	.96
4679	.068	.293	-.103	.471	-.118	.421	.599	-.047	.298	-.11	.506	.04	.012	-.812	-.553	-.541	-.518	.501	.15
4680	-2.459	-3.102	-1.209	.023	-2.08	-.677	-1.054	-.796	-2.97	-2.103	-1.111	1.28	-1.816	-.246	-1.198	-3.43	-2.413	-1.058	-.767
4681		.899	.236	0	0	0	0	-3.244	.932	0	0	0	0	.49	0	.271	0	0	
4682	-.143	-.063	-.477	-.491	.339	-.619	-.307	-.094	-.082	-1.031	-.001	-.325	-.209	.013	-.093	.041	-.463	-.013	.276
4683	.851	.154	.099	.771	.425	.542	.261	.672	.872	-.067	.598	-.197	.605	.682	.102	.427	.109	.383	.292
4684	.729	.042	.064	.236	.24	-.035	.057	.366	.628	-.248	.385	-.243	.088	-.035	.084	.224	-.023	.334	.304
4685	.568	.203	.208	.242	.261	.182	.28	.213	.094	.176	.458	.189	.073	.196	-.41	.128	.022	.639	.281
4686	.95	.028	.149	.262	.343	.137	.287	.652	.535	-.05	.465	-.008	.154	.312	-.138	.573	-.097	.366	.288
4687	-1.57	-1.663	-.958	-.977	-1.567	-1.575	-.562	-1.984	-2.522	-.881	-.9	-1.052	-1.467	-.107	-1.246	-1.487	-2.036	-.763	-.472
4688	-.058	-.418	-.381	-.133	-.477	-.498	.698	-.462	-.995	-.083	.049	-.543	-.368	.459	-.231	-.857	-.271	.301	-.495
4689	1.586	.286	-.21	-.5	-.291	-1.484	-.74	.369	.062	-1.608	-.536	1.44	1.569	1.015	-.256	-.358	-1.283	-1.073	-.605
4690	.244	-.208	.16	.22	.215	-.103	.069	-.117	-.009	-.024	.243	-.114	.082	.017	-.182	-.337	-.237	.346	.389
4691	-2.006	-.218	-.688	.404	-.585	-.663	-.139	-.887	-2.015	-.971	-.108	.151	-1.249	-1.315	-.105	-1.208	-.873	-1.106	-.234
4692	.344	.312	.22	.755	.442	.275	.709	.675	1.306	.226	.46	.133	.789	.748	.295	1.276	.649	.297	.584
4693	-.705	.367	.149	.04	-1.338	-.419	.116	.172	-.778	-.532	-.266	-.736	.286	.092	-.065	-.406	-.599	.295	-.472
4694	-.605	-.341	-.255	-.127	.179	-.62	-.499	-.579	-.028	-1.138	.07	-.159	-.666	-.522	-.107	-.334	-1.061	-.558	-.241
