
!Sample_title	"030064-BC-Brain-Met"	"BC00014-Repeat1"	"BC00057-post-chemo"	"BC00064-RECUR"	"PB362"	"UB67-Repeat1"	"BC00085"	"020577-BC-Brain-Met(=73)"	"Normal-Breast-8"	"BC00078T"	"BC00082T"	"PB432-repeat1"	"030311-BC-Brain-Met"	"982085-BC-Brain-Met"	"BC00030-MET-post chemo"	"BC00048"	"BC00083"	"BC00094T"	"BR94-187"
"ID_REF"	"GSM34435"	"GSM34436"	"GSM34444"	"GSM34469"	"GSM34501"	"GSM34503"	"GSM34509"	"GSM34520"	"GSM34524"	"GSM34551"	"GSM34552"	"GSM52882"	"GSM80214"	"GSM80215"	"GSM80225"	"GSM80228"	"GSM80234"	"GSM80236"	"GSM80239"
18937	-.462	1.214	.186	-.543	.615	-.371	-.521	-.657	-.175	.639	-.383	-.023	.605	-1.37	.484	-2.38	-2.094	-1.028	-.108
18938	.874	.369	-.093	-.36	.416	.085	.162	.915	2.23	.768	.038	-.016	.311	.256	.343	.709	.822	.179	-.003
18939	-.422	1.382	.479	1.666	1.147	0	0	1.227	0	0	0	-1.047	0		0	0	0	0	0
18940	-.331	-.599	-1.007	.104	-.033	-1.133	.266	-.359	-.118	-.113	-.674	.534	-.726	.036	-.516	-.523	-.639	-.227	-.176
18941	2.911	.432	-.289	-.662	.192	-.082	-.512	.034	-.606	-.345	-.142	.485	1.602	-1.058	1.367	-1.256	-.394	.568	-.251
18942	-1.276	0	-1.191	.135	0	1.064	1.827	-.461	0	0	.569	0	0	1.224	0	-.22	0	0	1.423
18943	.068	.471	.154	.141	.22	.589	-.002	.404	-.68	.638	-.23	.028	.395	-.035	.132	-.213	.729	.209	.125
18944	.358	.02	.195	-.295	.342	-.219	-.278	-.153	-.602	.206	-1.263	.261	-.272	.296	.145	-.017	.5	.504	-.43
18945	-2.044	-1.557	-.398	-.293	-1.11	-1.157	-1.18	-1.198	-1.26	-1.009	-1.177	-.451	-1.023	-.748	-.977	-1.826	-1.543	-.648	-.864
18946	-.274	-.275	.556	.344	-.177	.84	-.12	.186	-1.517	.109	-.235	.897	1.001	.269	.891	-.009	1.077	.328	-.345
18947	-1.063	-.592	.921	-.566	-1.552	-.052	-.358	.199	-1.401	-.47	-.87	-.118	-.864	-.187	-.734	-.975	.011	-.96	-.55
18948	1.309	.958	1.113	.901	.604	.718	.873	.956	.678	2.1	1.627	.127	2.371	-.146	-.003	2.13	2.195	1.296	.861
18949	.153	.835	1.238	-.11	.579	1.244	-.043	-.301	-.993	.612	-.563	.483	.31	.22	.764	.12	.416	.267	-.318
18950	.559	.28	.375	-.111	.348	-.053	.205	.32	.298	.277	.178	.145	.429	.357	-.062	.266	.327		.052
18951	-1.107	-.516	-1.012	-.682	-.962	-1.866	-1.278	1.015	-2.236	-1.735	-1.501	.311	-1.138	-.259	-.084	-1.333	-1.271		-.37
18952		.216	-2.699	-.889	0	-.175	-2.343		.023	0	0	.047	0		0	0	0	-1.53	0
18953	.183	-.105	.267	.041	.08	.249	-.063	.432	.552	.373	.349	.097	.101	.155	-.23	.86	.311	.099	4.564
18954	.731	1.068	.666	.095	1.09	.392	.815	.902	.941	1.366	.669	.346	.693	.521	1.29	.765	-.932	.435	-.278
18955	-.248	-.226	.088	-.396	-.445	-.016	1.073	.174	.242	.051	-.259	.331	.138	-.231	-.466	-.091	-.598	-.271	-.264
18956	.319	.409	.209	.121	.349	-.221	.087	-.144	.193	.491	-.381	.109	-.03	.201	.378	.022	.296	-.017	-.256
18957	.017	0	-.411	0	.483	0	-2.343		-.963	0	0	0	0	-2.258	.245	.271	0	0	.696
18958	.696	.377	.23	.182	1.473	.206	.204	.62	.933	.314	-.268	.122	.524	.454	.272	.353	.704	-.076	.417
18959	.337	.634	.209	.249	.885	.033	.201	.728	1.147	.625	.02	.028	.593	.208	-.019	.408	.651	.031	.185
18960	-.932	-1.164	-.102	.039	-.399	-.713	-.514	-.663	-.609	-.293	-.795	.373	-.199	1.046	-.803	-.919	-.795	-.614	-.225
18961	.004	0	0	0	0	0	0		0	-.159	0	0	0	-2.359	0	-.875	0	-2.832	0
18962	-.688		.096	-.23	.26	-.146	-.332	-1.196	1.172	-.26	-.417	.066	.017	-.87	-.557	-.216	1.072	-.501	-.119
18963	-1.119	-.433	-.511	-1.921	.003	-.185	-1.16	-1.173	-.563	-.405		-.863	-.994	-2.493	-.265	.442	1.109	-1.748	-2.164
18964	-.041	.275	-.066	-.138	-.346	.235	-.799	-.446	-.431	.569	-.433	-.165	1.176	.719	.736	-.493	.45	-.455	-.479
18965	.75	.205	.357	-.026	-.053	.203	.252	.589	.78	.714	.411	-.075	.54	.602	.145	.353	.317	.261	-.073
18966	1.997	1.391	.421	.474	2.635	1.762	1.141	.661	.726	1.742	1.175	-.015	2.244	2.874	1.834	2.408	.685	.626	.068
18967	.142	.199	.429	.234	.284	.182	.251	.601	.569	.746	.251	.216	.226	1.021	.17	.195	.022	.28	.048
18968	.338	.138	.35	-.039	-.295	.12	.108	.285	2.022	.501	-.327	.1	.291	.075	.116	-.058	.407	.215	-.249
18969	.585	1.152	.209	.687	-.238	1.467	.489	-.073	1.05	1.156	-.227	.497	-.189	.994	.509	-.299	.621	.598	-.244
18970	.142	.199	.273	.102	.051	.218	.389	-.449	.671	.305	-.045	.018	.372	-.115	.155	.444	.497	-.136	-.131
18971	-1.276	0	0	-.961	0	0	0	.282	0	0	-.28	0	.869	-1.64	0	0	0	-2.832	0
18972	.494	-.126	.023	-.329	-.261	-.275	.057	-.35	.042	-.091	-.189	-.123	-.157	-.168	-.474	-.74	.241	.06	-.08
18973	.688	.855	2.096	2.906	1.164	4.889	.924	2.056	.978	3.071	2.569	1.611	2.155	1.012	1.829	3.283	2.72	2.02	.225
18974	-.681	-.292	-.214	-.367	-.504	-.298	.52	-.499	-1.397	.052		-.372	.37	.004	.416	-.172	-.597	.179	-.202
18975	.004	0	0	1.384	0	0	0		0	0	1.395	0	-.262	-.298	0	-1.059	0	0	0
18976	.81	1.468	.551	1.798	.853	3.744	1.518	.911	1.488	2.032	.965	1.044	1.989	.459	.981	2.048	3.708	.975	.429
18977	-.58	.662	.531	-.485	-.636	-.535	.005	-.095	-.436	-.527	-.996	.047	.162	-.452	.246	-.812	.478	.368	-1.207
18978	-2.385	.603	.026	1.638	-.511	-.249	.21	-1.64	-1.256	-.531	-.832	.126	-.219	-1.865	-.012	-.252	.485	-.123	-.441
18979	.147	-.4	.269	.074	.517	-.053	-.372	-.638	.601	.071	-.37	.107	-.348	.028	.152	.197	.236	-.04	
18980		-.618	-.411	1.784	0	0	0	-.074	0	0	-1.519	0	0	-2.501	.103	.64	0	0	0
18981	.6	.368	.325	1.023	.085	-.025	.017	.305	1.71	-1.209	.467	-.163	.345	.074	.193	.22	.466	.027	.19
18982	.031	-.051	.607	-.028	.231	.119	-.172	-.001	-.091	1.143	.125	.218	.224	.439	-.004	.103	1.176	.593	-.605
18983		.899	-.632	2.136	2.114	0	-1.088	1.489	0	0	.112	0	0		0	-.875	0	0	0
18984	.37	-.136	.452	.41	.17	.819	.356	.476	1.072	.646	.991	.053	.517	.516	-.067	.123	.305	.574	-.321
18985	.455	-.075	.5	.391	.528	.508	.058	.399	.994	.768	.932	.382	.594	.685	.101	.37	.45	.584	-.036
18986	-.183	.08	-.008	-.034	.133	-.005	-.049	-.206	.127	.384	-.046	-.006	-.038	.095	-.016	.028	.297	-.042	.035
18987		.899	0	0	0	0	1.425	.282	0	.584	0	0	0	1.249	2.103	-.875	0	.676	0
18988	3.69	4.094	3.884	3.637	2.928	5.088	2.399	3.611	2.331	4.572	3.962	3	2.702	2.269	3.726	4.097	5.19	3.299	1.47
18989	.004	.33	-.019	.25	.237	-.067	-.295	-.805	-.496	.239	-.37	.261	-.226	.558	.662	.195	.701	-.071	-.495
18990	-.14	.328	.011	.02	.41	-.133	.16	-.029	.845	.258	-.004	.031	.276	-.125	-.325	-.076	.653	.056	.261
18991	.536	0	0	2.108	0	0	.17		0	0	0	0	1.267	-1.51	0	0	0	-.02	1.206
18992	.192	.349	-.077	.218	.2	.322	.178	.442	.407	-.089	-.271	-.283	.012	-.185	.197	.337	.015	-.631	.195
18993	-.07	1.759	.106	.533	.623	-.467	-.624	-.119	-.096	.234	.681	.075	.204	-2.273	-.15	-.545	.215	.082	-1.514
18994	-.08	-.247	-.181	.108	.272	-.495	-.604	-.541	.464	-.258	-.324	-.015	-.06	.464	-.398	-.15	.422	-.081	-.919
18995	-.316	-2.417	-.306	-1.352	-1.725	-1.997	-1.705	-2.154	-1.961	-.56	-.867	-.162	2.974	.902	-1.329	1.024	-1.598	-2.58	-.838
18996		.899	0	-1.821	.726	0	0	.282	0	0	0	0	0	-2.87	0	0	0	0	1.223
18997	.067	.924	.399	.225	.732	1.084	.753	.451	1.433	.826	.466	.158	1.259	.806	.275	.467	.808	.322	1
18998	.221	.075	.466	.292	.185	.282	.312	.103	.851	.688	.583	-.139	.132	.289	-.194	-.166	.195	.465	-.199
18999		.899	0	.954	-.059	1.46	1.425		0	0	1.939	1.594	2.666	1.742	0	0	0	0	-1.353
19000	-.574	-.36	-.222	.178	-.633	.57	-.523	-.237	-.385	.022	.482	.328	.109	-.814	-.306	-.304	-.459	.454	-.18
19001	.65	1.17	.459	.364	.75	.328	-1.819	.821	-.271	-.078	.27	1.476	1.052	1.202	.034	.775	-.318	.557	-1.014
19002	.289	.161	.253	-.18	.24	-.189	-.452	-.105	.698	.306	-.247	-.171	-.317	.894	.083	.372	.467	-.102	-.029
19003	-1.758	-.76	1.013	.938	-.749	-.108	-1.919	-1.714	-1.293	.67	-.403	1.515	-.864	.181	.93	.71	-1.854	.533	-1.833
19004	.163	.314	.406	.386	.341	.074	.069	.67	.121	.954	-.128	.266	.047	.344	.367	.145	.369	-.184	-.126
19005	-.707	-1.977	-.803	-1.617	.239	-1.244	-1.896	-1.628	-.42	-.482	.352	.047	-1.494	-1.607	-1.579	-.557	-1.108	-2.051	-1.376
19006	-.435	-1.361	.187	-.655	-.053	-1.151	-.515	-.683	-.592	-.256	-1.105	.26	-1.047	.287	-1.076	-1.644	-.884	-.949	-.472
19007	2.94	1.568	.725	1.2	.5	1.56	-.713	.778	.017	1.349	.895	.18	2.175	-1.963	2.091	-1.021	.724	1.606	-1.625
19008	.263	.07	.479	.246	.528	.45	.012	-.927	1.178	.903	.502	.218	.399	.212	.273	-.619	.298	.46	-.135
19009	1.062	1.465	.259	-.278	.119	.302	.557	.875	-.584	.446		.403	1.942	1.583	1.108	-.644	-.928	-1.2	.78
19010		0	.167	.598	0	0	0	.402	0	0	0	0	.097	-1.51	-.579	-.875	0	-.14	0
19011	-.704	.248	-.5	-.897	-.32	-.258	-.577	-.116	-1.41	-.064	-.801	.329	.369	-.787	-.087	.155	-.058	-1.449	-.185
19012	2.889	2.83	3.27	2.732	2.423	4.587	1.454	2.535	2.091	3.651	3.369	2.556	3.217	1.657	2.534	4.862	4.017	2.907	1.535
19013	.559	.044	.33	.184	.22	.361	.182	.611	.78	.766	.545	.103	.288	.109	.204	.062	.475	.11	.109
19014	-.855	-1.383	-.653	-1.146	.15	-.501	-1.419	-1.922	-.819	-.313	.019	-.283	-1.823	-2.535	-1.281	-1.066	-1.379	-1.697	-1.237
19015	-.013	.374	.257	.298	.218	.584	-.209	-.091	-.156	.609	-.168	.118	.911	-.155	.291	-.161	.727	.027	-.73
19016	.004	0	-.632	0	-2.059	-1.415	0		0	0	.175	0	0	.49	0	-2.011	-.846	0	0
19017	.469	-.05	.015	.795	-.057	-.283	-.283	.079	-.085		-.343	-.243	-.227	.703	-.137	.106	.209	-.32	-.059
19018	.184	1.31	.202	.247	-.094	.553	-.406	.022	.091	.389	.747	-1.249	.791	2.152	.369	-.079	.104	.408	.069
19019	.04	.204	.17	.013	.616	.153	-.093	.413	.209	-.225	.095	.228	.287	.346	.084	.375	-.204	.231	-.454
19020	.311	2.685	-.568	-1.546	2.285	1.752	.077	-1.763	1.695	.804	-1.636	-1.851	-1.888	2.045	1.082	-1.564	.54	-.047	-2.781
19021	.333	-.401	-.034	-.407	-.381	.104	-.015	-.354	-.242	-.255	-.024	-.326	.526	.476	-.417	.139	-.293	.062	.011
19022	.011	1.447	.935	1.994	.458	1.472	.038	1.264	.014	1.442	2.877	.594	.398	.771	.781	1.282	1.746	.732	.137
19023	-1.682	-2.174	-.591	-.628	-1.86	-.938	-.31	-1.754	-1.391	-.99	-1.508	.023	-1.048	.567	-1.364	-1.78	-1.118	-.952	.24
19024	1.124	.818	.171	-.019	.145	.44	1.351	.278	-.045	.454	.538	-.104	.004	-.071	-.189	.523	.6	.173	.161
19025	2.67	2.757	2.734	2.271	2.314	4.013	2.091	2.12	2.089	3.23	2.95	2.053	2.838	1.516	2.469	4.037	2.827	2.636	.641
19026	-1.453	-1.225	-1.037	-1.611	-.885	-1.111	-1.287	-1.572	-.704	-.39	-1.325	-.647	-.883	-1.721	-1.252	-.744	-1.054	-1.291	-.81
19027	.281	-.168	.261	.166	.09	.077	.089	.349	.394	1.165	.255	.129	.536	.098	-.015	.056	-.079	.057	-.314
19028	1.279	0	0	.855	-.133	0	0	-3.875	0	0	1.535	0	0		-.936	-1.059	0	0	0
19029	1.186	1.693	.934	.031	1.455	1.781	.181	1.615	1.147	1.169	.698	.04	-.263	.095	.64	.159	.357	.615	.134
19030	-.64	-1.231	-.322	-.112	-1.255	-.34	.124	-.809	-2.46	-.193	-.659	-.274	-1.477	-.247	-.532	-1.484	-.304	-.683	-.072
19031	-.228	-.031	-.162	2.506	.391	-.357	-.819	-1.114	-.466	.049	-1.149	.181	-1.021	-.517	.082	-.749	.049	-1.564	.991
19032	1.171	.239	.326	.299	.336	.519	.167	.973	2.053	.771	.601	-.211	.695	.467	.203	.682	.902	.316	.324
19033	.687	-.012	.406	.133	.541	.01	-.008	.564	.561	.449	.178	.2	.55	.33	-.004	.128	.32	-.096	.014
19034	-1.005	-.225	-.417	-.875	-.893	-.359	-1.332	-1.468	-1.45	-.557	-.846	-1.342	-1.561	-1.808	-.507	-.946	-.984	-.657	-.776
19035	1.015	1.051	.238	-.454	.087	-.445	.071	.852	.716	.339	.442	.314	.254	.246	.685	-.027	-.551	.116	.751
19036	1.147	1.038	.605	2.54	1.262	1.546	.408	1.055	1.156	1.048	1.694	.377	1.211	.594	.337	1.083	2.04	1.215	.067
19037	-.05	-.316	.383	.292	-.042	.077	.15	-.793	.275	-.015	.462	.17	-.472	-.018	.26	-.151	.434	.45	.352
19038	-.857	-.431	.268	.249	-.229	-.217	.132	-1.505	-.47	.585	-.129	.8	-.617	-.355	-.339	-.733	.112	.239	-1.252
19039	-.293	-.124	-.031	-.23	-.08	-.267	-.059	-.149	-.155	-1.176	-.239	-.21	-.024	-.715	-.162	.166	-.157	-.292	.165
19040	.281	.035	.547	.283	.338	.267	.381	-.032	.62	.848	.558	.181	.177	.098	.084	.219	.558	.411	.074
19041	-.709	-.932	-.44	-.981	-.034	-1.599	-1.059	-1.233	-.241	.04	-.907	.357	-1.244	-.705	-1.208	-.938	-.892	-1.324	-.409
19042	-.388	-.486	-1.114	-1.113	-.173	-.784	-1.466	-.845	-2.377	-1.122	-1.472	-.763	-1.281	-.862	-.647	-1.478	-.19	-1.293	-.975
19043	.424	.055	.001	.144	.584	.108	.001	.464	.307	.324	.075	-.143	.288	.105	.103	.49	.474	-.063	.244
19044	1.084	1.45	.63	1.147	.125	1.247	.706	1.024	1.039	1.141	.832	.111	.932	.703	1.126	1.194	.974	.695	.52
19045	1.288	.619	.261	.339	-.185	.133	.029	.783	-.654	.142	.374	.323	.73	1.584	-.185	.242	.617	-.663	.59
19046	-.482	-.122	.953	1.588	.401	.667	.156	-.744	.084	.573	.325	.073	-.763	.84	.134	.772	0	-.008	-.098
19047	.877	.638	.314	.534	.617	.715	.757	1.167	1.668	.883	.795	.184	.903	.582	.464	1.051	1.51	.313	.246
19048	.151	.563	.235	.136	.099	.344	.305	-.064	.198	.053	-.045	-.116	1.193	1.222	.49	.175	1.539		.323
19049		0	-1.521	.954	1.037	0	1.638	-.074	0	-.682	0	0	-.374	.211	1.421	0	0	0	1.725
19050	.06	.243	.402	.076	.459	.007	.176	-.867	.412	.402	.446	.094	.404	.518	-.082	-.16	.449	-.349	-.172
19051	.249	.043	.363	.143	.257	-.112	-.204	.234	.023	.572	.312	.258	.559	.194	-.228	-.481	.198	.005	-.045
19052	1.258	.643	.489	1.33	.444	.707	.75	1.369	1.477	1.013	.762	-.086	1.356	.982	.259	1.097	.852	.528	.445
19053		0	0	1.978	1.848	1.783	0	.686	0	0	0	0	0	-1.64	0	-.875	0	-1.21	-.252
19054	-1.606	-1.659	-.412	-.697	-.812	-.269	-.364	-1.022	-1.087	-.4	-.673	-.155	-.717	-.087	-1.2	-.89	-.953	-1.213	.198
19055	.327	.633	-.044	.71	1.238	1.331	.128	.104	.934	.658	.643	.196	.156	-.544	-.006	.882	3.201	.457	-.507
19056	.543	-.128	.185	.223	-.174	.694	-.44	-.671	-.829	.69	.055	.324	.8	-.78	.234	.851	1.448	.404	.008
19057	1.003	.177	.426	.183	.182	.277	1.237	1.169	.833	.528	.461	.151	.48	.514	.374	.261	.332		1.328
19058	.673	.465	.545	.469	.557	.83	.838	.526	1.965	1.114	.609	.357	.891	.372	.356	.7	.982	.461	.278
19059	-.758	-.939	-.488	-.18	-.45	-.577	.17	-.856	-.212	.445	-.291	-.252	-.926	-2.056	-.807	-.653	-.392	-.482	
19060	.415	.83	.413	.316	.365	-.083	-.126	-.139	.384	1.399	.925	-.19	-.51	.671	1.359	.474	.591	-.062	.191
19061	1.417	.739	-.047	1.316	.508	.544	.021	1.532	1.11	.49	.152	.546	1.894	.615	.352	1.226	.357	-.297	.435
19062	.744	.8	1.812	1.03	.81	.607	.45	.656	-.119	.961	.95	.505	.279	.775	1.11	2.559	.368	-.133	.381
19063	-.126	.57	.075	.457	.259	.089	.077	-.04	.507	.56	.556	.483	.303	-.755	.009	.654	.016	.364	.242
19064	-1.835	-.752	-.322	-1.296	-1.084	-1.212	-2.108	-.693	-.274	-.827	-.914	-.219	-.22	-.387	-1.494	-1.769	-2.452	-.844	-1.208
19065		0	0	0	.648	0	-.615		0	0	-.286	.953	0	-.768	0	-2.011	0	0	0
19066	-2.363	-1.149	1.034	1.247	-2.091	2.004	-2.821	1.409	-1.439	1.995		3.63	1.701	-.5	2.164	.289	-.884	.068	-.841
19067	-1.355	.348	1.387	.469	.186	.855	-.618	-1.359	-.728	.15	.117	.281	-.555	-1.657	.256	-.107	.265	-.386	.151
19068		0	0	-.707	0	0	0	-.511	0	.846	0	0	0	-1.946	.245	1.414	0	-2.02	-.384
19069	.175	.06	.324	-.127	.524	.324	.281	-.203	.658	.518	.041	.347	.449	.271	.249	.137	.322	.463	.079
19070	.004	0	.236	-.238	-.625	-.175	.17		0	0	-2.286	0	-.697	-1.64	0	0	0	-.832	-3.324
19071	.613	.497	.22	.428	.172	.843	-.039	-.034	-.602	1.026	-.197	.198	-.255	.047	-.099	-.184	1.901	.624	-.353
19072	.692	.033	.45	.161	.237	.425	.078	.546	.333	1.008	.408	.127	.204	.351	.19	-.053	.482	.388	.306
19073	1.121	.554	.204	.645	.501	1.482	1.103	1.165	.234	.34	-.18	-.029	2.092	1.472	.972	.77	1.385	.774	-.107
19074	-.614	-.086	.148	-.096	-.531	.495	.427	.895	-1.343	.007	.462	.273	.411	.27	.649	-.3	-.473	1.033	-.739
19075	.272	-.288	.396	-.03	.142	.149	.491	.41	.85	.886	1.032	-.208	.601	.24	-.187	.668	.289	.349	.068
19076	.127	.631	.386	.208	.457	.648	.193	.125	.392	.545	-.001	.442	.802	1.484	1.342	1.394	.339	.164	1.675
19077	.071	-.944	.233	-.135	-.661	.174	.099	.289	-1.306	-.426	-.281	-.426	-1.194	.863	.302	.175	.744	-.602	1.048
19078	2.229	1.733	.555	-.081	.399	2.358	1.101	1.993	1.081	.308	.16	-.068	1.984	.904	1.107	1.063	.166	.36	1.659
19079	-.12	-.079	.172	-.18	.45	-.227	-.303	.32	.843	.258	-.503	.637	-.395	.381	-.139	.873	.657	-.338	-.445
19080	1.024	1.852	1.063	.647	1.354	1.081	.281	.361	1.382	1.022	.953	.929	.406	1.521	1.696	.513	.391	-.066	-.183
19081	3.608	1.976	.253	-1.203	1.981	-1.91	2.624	2.524	.246	-.406	-1.272	2.428	3.11	2.352	1.768	.05	-.947	2.077	-.565
19082	.641	.481	.126	.011	.185	-.121	.004	.859	-.303	.188	.196	.32	.15	1.024	.287	.679	.162	.044	.307
19083	.824	.713	.96	1.135	.651	1.684	.793	.782	1.166	1.187	1.095	.647	.696	.642	.745	.441	2.936	1.12	.03
19084	.15	.04	.323	.68	.279	.47	.178	.355	.369	.663	.46	.26	.374	.218	.307	.053	.437	.319	.205
19085	-.062	1.036	.112	-.32	.429	-.351	-.256	.585	-1.197	-.473	-.715	1.168	-.851	-.801	-.016	-.221	-1.678	-.23	1.261
19086	-.636	-1.025	-.125	.166	-.79	.426	-.063	-.4	-2.174	-.1	.087	.475	-1.356	.087	.087	-1.297	-1.196	-.297	-.063
19087	.189	-.003	.382	.411	.427	.476	.292	.335	1.136	.711	.981	.079	.336	.38	.021	.397	.307	.145	.196
19088		-.957	0	2.136	.343	0	0	-1.158	0	-1.948	0	0	.354		0	0	0	1.168	.053
19089	.789	2.854	2.891	1.953	3.122	3.025	.995	-.031	2.342	2.133	2.367	1.637	.551	-.228	2.311	2.21	2.979	1.397	-1.343
19090	-.325	.706	-.371	-.314	.308	-.029	-.9	-1.042	-.584	-.168	-.157	-.244	-1.217	2.641	-.59	-.485	-.236	.145	-.278
19091	.506	.006	.368	.796	.528	.486	.367	.755	1.043	.838	.944	.158	.767	.427	.138	.274	.564	.328	.248
19092	.608	2.746	.228	1.388	1.843	1.468	1.479	.61	1.445	1.722	.433	.506	.493	-.758	1.635	2.659	2.234	.664	.336
19093		0	0	.823	1.534	-1.415	0	.999	0	.077	.175	0	0		1.421	0	2.101	.676	1.377
19094		0	0	.008	0	-.936	-.288	-1.927	0	0	0	0	-.866		0	0	0	0	0
19095	-.751	.557	.262	1.119	.651	.947	-.294	.094	.379	-.227	-.949	.572	.568	-.288	-.124	-.454	-.166	-.479	-.987
19096	.426	.74	.297	.18	1.199	.293	.723	1.697	1.492	.409	.258	.291	.763	.435	.601	1.116	.531	.087	.787
19097	2.155	2.284	.994	.54	1.039	1.104	.95	2.225	.851	-.432	-.224	1.809	.863	-1.394	.781	.253	.612	-.537	.862
19098	1.214	.9	.756	.486	.892	.504	.639	.732	2.03	.567	.682	.524	.693	1.163	.523	.886	.924	.559	.03
19099	.554	.401	.306	.119	.797	.525	.447	.34	1.879	.719	.497	.007	.947	.996	.344	.971	1.109	-.053	.257
19100	.495	2.272	.648	.748	1.22	1.453	.583	.421	2.124	1.246	.823	.617	1.078	.488	1.152	1.055	1.559	.587	.32
19101	.209	.241	.058	-.074	.428	.353	.096	-.072	.578	.37	.072	.221	.178	.883	.416	.154	-.025	-.124	.088
19102	.078	-.193	-.692	-.112	.281	-.588	-.403	.525	.042	-.383	-.43	.01	.075	.144	-.315	-.011	-.49	-.503	-.211
19103	.947	.18	.28	.239	.495	.155	.33	.681	1.259	.458	.477	.036	.73	.516	.117	.292	.357	.083	.301
19104	-.171	.35	.038	2.059	.392	.708	.276	.57	-1.058	1.04	.155	.833	-.261	.585	1.672	-.899	.572	.133	-.269
19105	.559	.53	.078	-.061	.476	1.008	.482	.511	1.314	.902	.877	-.187	.965	.576	-.003	1.096	1.695	.029	.753
19106	-.195	1.255	-.233	.648	1.468	.427	-.026	.501	.312	-.184	-.463	-.087	-.804	-.987	.799	2.796	.012	-1.255	.496
19107	-.359	.469	.375	.486	.402	.324	.305	-.14	1.114	.46	.432	.032	.886	-.439	.543	1.134	.304	-.167	.059
19108	1.192	.492	.503	.181	.611	.622	.544	.783	.78	.748	.426	.227	.478	2.146	.381	.568	.766	.34	.285
19109	-.08	-.371	.162	-.846	-1.222	-.564	-1.239	.861	-1.982	-.945	-1.081	.427	.498	.703	-.326	-.119	-.625	-.881	-.12
19110	.578	.234	3.121	1.8	.076	3.335	2.064	1.847	.959	.782	2.868	.886	2.064	.523	.719	.906	3.814	1.153	.528
19111	.274	.193	.105	-.869	.914	-.158	-.403	.22	.72	.434	-.489	.208	-1.026	-.403	-.591	-.245	-.363	-.935	-.831
19112	.278	.676	.43	.007	.464	1.709	.12	-.265	.525	.835	.069	.202	.038	.6	.591	.201	.793	.419	.047
19113	-.758	.066	-1.224	-1.141	-1.552	-.544	-.985	.319	-1.389	-2.273	-1.596	-.965	-1.071	-1.635	.102	-.826	-.841	-2.071	-.417
19114	.988	.508	.322	.585	.766	.525	.576	1.237	1.941	.263	.451	-.043	1.434	.79	.321	.864	.854	.16	.572
19115	-.056	.132	.412	.233	-.103	-.146	-.204	.69	.068	.461	.407	.226	-.619	.446	-.217	.353	.148	.066	.049
19116	-.118	.46	.345	-.343	.39	.366	.232	-.116	.059	-.143	-.448	.261	.382	.49	.096	.177	1.018	.172	-.185
19117	-.369	1.384	1.778	.16	.098	1.108	1.346	3.54	-.886	.453	1.642	2.922	2.513	.501	2.406	-2.427	-2.761	1.672	1.134
19118		0	0	-1.556	-2.059	-.214	0	1.489	0	.57	0	0	0	-.768	-.936	0	0	-.832	-.073
19119	-1.617	-1.671	-1.258	-.829	-.931	-1.283	-1.015	-1.424	-1.434	-.764	-.718	-.219	-.89	-.039	-1.567	-2.061	-.895	-.97	-.683
19120	-1.132	-1.537	-1.481	-1.005	-.114	-.98	-.696	-1.011	-2.491	-.862	-.734	.441	-.792	-.956	-.087	-.773	-.671	-.922	.268
19121	.429	-.321	-.402	.019	.402	-.353	-.401	-.296	.627	.217	-.156	.01	.175	1.325	-.025	-.075	-.05	-.227	.171
19122	.67	.321	.995	.531	.295	.705	.281	.335	.773	.785	.748	.178	.495	.31	.94	.851	.199	.665	.275
19123		0	-.934	.889	-.853	.55	0	.145	0	0	0	0	0		0	0	0	0	-.073
19124	.367	.113	.457	.35	.249	.396	-.268	1.036	.623	.363	.484	.324	.215	.419	.155	-.361	.223	.448	.314
19125	1.241	.288	.449	-.025	.385	.399	-.295	-.193	.25	.546	.161	.57	-.351	.778	-.159	-.064	.252	-.216	-.07
19126	-1.32	-.015	.144	-.322	.22	-.439	-.957	-1.226	-2.124	-.595	-.213	.391	-.175	-.669	-.409	-.886	-.209	.582	-.379
19127	3.201	2.718	2.373	2.201	1.625	3.262	2.778	3.225	1.672	3.535	2.104	.834	2.933	.901	2.558	3.334	2.401	2.96	.461
19128	-.072	1.318	.165	.271	.417	.546	.534	1.341	.592	.767	.603	.144	.241	.64	1.086	.183	.546	.351	.166
19129		0	0	.261	1.037	0	-1.095	.889	0	1.321	1.343	0	0	-.258	0	0	0	-1.21	0
19130	.021	.014	-.241	-.126	.462	-.274	.088	.678	.186	-.34	.099	.235	.002	.403	.215	.197	-.305	-.292	.317
19131	-.278	-.708	-.417	-.144	.419	-.887	-.321	-.502	.181	-.426	-.348	.297	-.813	.597		-.924	-.591	-.45	.182
19132		1.754	0	0	.343	1.46	.17	1.72	0	-1.117	0	0	0	-.768	.934	0	0	.676	0
19133	.637	.022	.27	.198	1.052	.102	.188	.387	.899	.622	.484	.349	.516	.677	.426	-.206	.873	.193	.175
19134	.106	4.019	2.637	2.906	3.218	4.158	3.834	2.99	2.468	3.651	2.768	.413	1.734	1.14	3.012	.587	-.346	3.157	-.077
19135	1.317	1.403	.205	-.048	1.116	-.18	.122	.982	2.611	.68	.398	.129	1.006	-.678	.78	1.55	1.719	.133	.678
19136		0	0	-1.821	0	.55	1.425	-.453	0	0	1.343	0	0		.245	0	0	.728	-1.346
